labelImage,brandName,fancifulName,classTypeDesignation,abvPercent,netContents,bottlerProducerAddress,countryOfOrigin,productCategory,labelPresentation,ttbWarningText,boldWarningPhrase
03-odp-ambhar-plata.png,AMBHAR,PLATA,TEQUILA,40,750 mL,"Imported by Ambhar Global Spirits, LLC",Mexico,distilled_spirits,fullLabel,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",GOVERNMENT WARNING:
